9RA,,,,,,,,,,,,,,,,,,,,,,,
2:0,3:0,4:0,5:0,6:0,7:0,8:0,8:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,,,,,,,,
2:0,3:0,4:0,5:0,6:0,7:0,7:1,7:2,1:1,2:1,3:1,4:1,5:1,6:1,6:2,7:2,,,,,,,,
2:0,3:0,4:0,5:0,6:0,6:1,7:1,8:1,1:1,2:1,3:1,4:1,5:1,5:2,6:2,6:3,,,,,,,,
2:0,3:0,4:0,5:0,6:0,6:1,6:2,7:2,1:1,2:1,3:1,4:1,5:1,5:2,5:3,5:4,,,,,,,,
2:0,3:0,4:0,5:0,5:1,6:1,7:1,7:2,1:1,2:1,3:1,4:1,4:2,5:2,6:2,7:2,,,,,,,,
2:0,3:0,4:0,5:0,5:1,6:1,6:2,6:3,1:1,2:1,3:1,4:1,4:2,5:2,5:3,6:3,,,,,,,,
2:0,3:0,4:0,5:0,5:1,5:2,6:2,7:2,1:1,2:1,3:1,4:1,4:2,4:3,5:3,5:4,,,,,,,,
2:0,3:0,4:0,5:0,5:1,5:2,5:3,6:3,1:1,2:1,3:1,4:1,4:2,4:3,4:4,4:5,,,,,,,,
2:0,3:0,4:0,4:1,5:1,6:1,7:1,7:2,1:1,2:1,3:1,3:2,4:2,5:2,6:2,7:2,,,,,,,,
2:0,3:0,4:0,4:1,5:1,6:1,6:2,6:3,1:1,2:1,3:1,3:2,4:2,5:2,5:3,6:3,,,,,,,,
2:0,3:0,4:0,4:1,5:1,5:2,6:2,7:2,1:1,2:1,3:1,3:2,4:2,4:3,5:3,5:4,,,,,,,,
2:0,3:0,4:0,4:1,5:1,5:2,5:3,6:3,1:1,2:1,3:1,3:2,4:2,4:3,4:4,4:5,,,,,,,,
2:0,3:0,4:0,4:1,4:2,5:2,6:2,6:3,1:1,2:1,3:1,3:2,3:3,4:3,5:3,6:3,,,,,,,,
2:0,3:0,4:0,4:1,4:2,5:2,5:3,5:4,1:1,2:1,3:1,3:2,3:3,4:3,4:4,5:4,,,,,,,,
2:0,3:0,4:0,4:1,4:2,4:3,5:3,6:3,1:1,2:1,3:1,3:2,3:3,3:4,4:4,4:5,,,,,,,,
2:0,3:0,4:0,4:1,4:2,4:3,4:4,5:4,1:1,2:1,3:1,3:2,3:3,3:4,3:5,3:6,,,,,,,,
2:0,3:0,3:1,4:1,5:1,6:1,7:1,7:2,1:1,2:1,2:2,3:2,4:2,5:2,6:2,7:2,,,,,,,,
2:0,3:0,3:1,4:1,5:1,6:1,6:2,6:3,1:1,2:1,2:2,3:2,4:2,5:2,5:3,6:3,,,,,,,,
2:0,3:0,3:1,4:1,5:1,5:2,6:2,7:2,1:1,2:1,2:2,3:2,4:2,4:3,5:3,5:4,,,,,,,,
2:0,3:0,3:1,4:1,5:1,5:2,5:3,6:3,1:1,2:1,2:2,3:2,4:2,4:3,4:4,4:5,,,,,,,,
2:0,3:0,3:1,4:1,4:2,5:2,6:2,6:3,1:1,2:1,2:2,3:2,3:3,4:3,5:3,6:3,,,,,,,,
2:0,3:0,3:1,4:1,4:2,5:2,5:3,5:4,1:1,2:1,2:2,3:2,3:3,4:3,4:4,5:4,,,,,,,,
2:0,3:0,3:1,4:1,4:2,4:3,5:3,6:3,1:1,2:1,2:2,3:2,3:3,3:4,4:4,4:5,,,,,,,,
2:0,3:0,3:1,4:1,4:2,4:3,4:4,5:4,1:1,2:1,2:2,3:2,3:3,3:4,3:5,3:6,,,,,,,,
2:0,3:0,3:1,3:2,4:2,5:2,6:2,6:3,1:1,2:1,2:2,2:3,3:3,4:3,5:3,6:3,,,,,,,,
2:0,3:0,3:1,3:2,4:2,5:2,5:3,5:4,1:1,2:1,2:2,2:3,3:3,4:3,4:4,5:4,,,,,,,,
2:0,3:0,3:1,3:2,4:2,4:3,5:3,6:3,1:1,2:1,2:2,2:3,3:3,3:4,4:4,4:5,,,,,,,,
2:0,3:0,3:1,3:2,4:2,4:3,4:4,5:4,1:1,2:1,2:2,2:3,3:3,3:4,3:5,3:6,,,,,,,,
2:0,3:0,3:1,3:2,3:3,4:3,5:3,5:4,1:1,2:1,2:2,2:3,2:4,3:4,4:4,5:4,,,,,,,,
2:0,3:0,3:1,3:2,3:3,4:3,4:4,4:5,1:1,2:1,2:2,2:3,2:4,3:4,3:5,4:5,,,,,,,,
2:0,3:0,3:1,3:2,3:3,3:4,4:4,5:4,1:1,2:1,2:2,2:3,2:4,2:5,3:5,3:6,,,,,,,,
2:0,3:0,3:1,3:2,3:3,3:4,3:5,4:5,1:1,2:1,2:2,2:3,2:4,2:5,2:6,2:7,,,,,,,,
2:0,2:1,3:1,4:1,5:1,6:1,7:1,8:1,1:1,1:2,2:2,3:2,4:2,5:2,6:2,6:3,,,,,,,,
2:0,2:1,3:1,4:1,5:1,6:1,6:2,7:2,1:1,1:2,2:2,3:2,4:2,5:2,5:3,5:4,,,,,,,,
2:0,2:1,3:1,4:1,5:1,5:2,6:2,6:3,1:1,1:2,2:2,3:2,4:2,4:3,5:3,6:3,,,,,,,,
2:0,2:1,3:1,4:1,5:1,5:2,5:3,5:4,1:1,1:2,2:2,3:2,4:2,4:3,4:4,5:4,,,,,,,,
2:0,2:1,3:1,4:1,4:2,5:2,6:2,7:2,1:1,1:2,2:2,3:2,3:3,4:3,5:3,5:4,,,,,,,,
2:0,2:1,3:1,4:1,4:2,5:2,5:3,6:3,1:1,1:2,2:2,3:2,3:3,4:3,4:4,4:5,,,,,,,,
2:0,2:1,3:1,4:1,4:2,4:3,5:3,5:4,1:1,1:2,2:2,3:2,3:3,3:4,4:4,5:4,,,,,,,,
2:0,2:1,3:1,4:1,4:2,4:3,4:4,4:5,1:1,1:2,2:2,3:2,3:3,3:4,3:5,4:5,,,,,,,,
2:0,2:1,3:1,3:2,4:2,5:2,6:2,7:2,1:1,1:2,2:2,2:3,3:3,4:3,5:3,5:4,,,,,,,,
2:0,2:1,3:1,3:2,4:2,5:2,5:3,6:3,1:1,1:2,2:2,2:3,3:3,4:3,4:4,4:5,,,,,,,,
2:0,2:1,3:1,3:2,4:2,4:3,5:3,5:4,1:1,1:2,2:2,2:3,3:3,3:4,4:4,5:4,,,,,,,,
2:0,2:1,3:1,3:2,4:2,4:3,4:4,4:5,1:1,1:2,2:2,2:3,3:3,3:4,3:5,4:5,,,,,,,,
2:0,2:1,3:1,3:2,3:3,4:3,5:3,6:3,1:1,1:2,2:2,2:3,2:4,3:4,4:4,4:5,,,,,,,,
2:0,2:1,3:1,3:2,3:3,4:3,4:4,5:4,1:1,1:2,2:2,2:3,2:4,3:4,3:5,3:6,,,,,,,,
2:0,2:1,3:1,3:2,3:3,3:4,4:4,4:5,1:1,1:2,2:2,2:3,2:4,2:5,3:5,4:5,,,,,,,,
2:0,2:1,3:1,3:2,3:3,3:4,3:5,3:6,1:1,1:2,2:2,2:3,2:4,2:5,2:6,3:6,,,,,,,,
2:0,2:1,2:2,3:2,4:2,5:2,6:2,7:2,1:1,1:2,1:3,2:3,3:3,4:3,5:3,5:4,,,,,,,,
2:0,2:1,2:2,3:2,4:2,5:2,5:3,6:3,1:1,1:2,1:3,2:3,3:3,4:3,4:4,4:5,,,,,,,,
2:0,2:1,2:2,3:2,4:2,4:3,5:3,5:4,1:1,1:2,1:3,2:3,3:3,3:4,4:4,5:4,,,,,,,,
2:0,2:1,2:2,3:2,4:2,4:3,4:4,4:5,1:1,1:2,1:3,2:3,3:3,3:4,3:5,4:5,,,,,,,,
2:0,2:1,2:2,3:2,3:3,4:3,5:3,6:3,1:1,1:2,1:3,2:3,2:4,3:4,4:4,4:5,,,,,,,,
2:0,2:1,2:2,3:2,3:3,4:3,4:4,5:4,1:1,1:2,1:3,2:3,2:4,3:4,3:5,3:6,,,,,,,,
2:0,2:1,2:2,3:2,3:3,3:4,4:4,4:5,1:1,1:2,1:3,2:3,2:4,2:5,3:5,4:5,,,,,,,,
2:0,2:1,2:2,3:2,3:3,3:4,3:5,3:6,1:1,1:2,1:3,2:3,2:4,2:5,2:6,3:6,,,,,,,,
2:0,2:1,2:2,2:3,3:3,4:3,5:3,6:3,1:1,1:2,1:3,1:4,2:4,3:4,4:4,4:5,,,,,,,,
2:0,2:1,2:2,2:3,3:3,4:3,4:4,5:4,1:1,1:2,1:3,1:4,2:4,3:4,3:5,3:6,,,,,,,,
2:0,2:1,2:2,2:3,3:3,3:4,4:4,4:5,1:1,1:2,1:3,1:4,2:4,2:5,3:5,4:5,,,,,,,,
2:0,2:1,2:2,2:3,3:3,3:4,3:5,3:6,1:1,1:2,1:3,1:4,2:4,2:5,2:6,3:6,,,,,,,,
2:0,2:1,2:2,2:3,2:4,3:4,4:4,5:4,1:1,1:2,1:3,1:4,1:5,2:5,3:5,3:6,,,,,,,,
2:0,2:1,2:2,2:3,2:4,3:4,3:5,4:5,1:1,1:2,1:3,1:4,1:5,2:5,2:6,2:7,,,,,,,,
2:0,2:1,2:2,2:3,2:4,2:5,3:5,3:6,1:1,1:2,1:3,1:4,1:5,1:6,2:6,3:6,,,,,,,,
2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,1:1,1:2,1:3,1:4,1:5,1:6,1:7,2:7,,,,,,,,
1:1,2:1,3:1,4:1,5:1,6:1,7:1,7:2,0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,,,,,,,,
1:1,2:1,3:1,4:1,5:1,6:1,6:2,6:3,0:2,1:2,2:2,3:2,4:2,5:2,5:3,6:3,,,,,,,,
1:1,2:1,3:1,4:1,5:1,5:2,6:2,7:2,0:2,1:2,2:2,3:2,4:2,4:3,5:3,5:4,,,,,,,,
1:1,2:1,3:1,4:1,5:1,5:2,5:3,6:3,0:2,1:2,2:2,3:2,4:2,4:3,4:4,4:5,,,,,,,,
1:1,2:1,3:1,4:1,4:2,5:2,6:2,6:3,0:2,1:2,2:2,3:2,3:3,4:3,5:3,6:3,,,,,,,,
1:1,2:1,3:1,4:1,4:2,5:2,5:3,5:4,0:2,1:2,2:2,3:2,3:3,4:3,4:4,5:4,,,,,,,,
1:1,2:1,3:1,4:1,4:2,4:3,5:3,6:3,0:2,1:2,2:2,3:2,3:3,3:4,4:4,4:5,,,,,,,,
1:1,2:1,3:1,4:1,4:2,4:3,4:4,5:4,0:2,1:2,2:2,3:2,3:3,3:4,3:5,3:6,,,,,,,,
1:1,2:1,3:1,3:2,4:2,5:2,6:2,6:3,0:2,1:2,2:2,2:3,3:3,4:3,5:3,6:3,,,,,,,,
1:1,2:1,3:1,3:2,4:2,5:2,5:3,5:4,0:2,1:2,2:2,2:3,3:3,4:3,4:4,5:4,,,,,,,,
1:1,2:1,3:1,3:2,4:2,4:3,5:3,6:3,0:2,1:2,2:2,2:3,3:3,3:4,4:4,4:5,,,,,,,,
1:1,2:1,3:1,3:2,4:2,4:3,4:4,5:4,0:2,1:2,2:2,2:3,3:3,3:4,3:5,3:6,,,,,,,,
1:1,2:1,3:1,3:2,3:3,4:3,5:3,5:4,0:2,1:2,2:2,2:3,2:4,3:4,4:4,5:4,,,,,,,,
1:1,2:1,3:1,3:2,3:3,4:3,4:4,4:5,0:2,1:2,2:2,2:3,2:4,3:4,3:5,4:5,,,,,,,,
1:1,2:1,3:1,3:2,3:3,3:4,4:4,5:4,0:2,1:2,2:2,2:3,2:4,2:5,3:5,3:6,,,,,,,,
1:1,2:1,3:1,3:2,3:3,3:4,3:5,4:5,0:2,1:2,2:2,2:3,2:4,2:5,2:6,2:7,,,,,,,,
1:1,2:1,2:2,3:2,4:2,5:2,6:2,6:3,0:2,1:2,1:3,2:3,3:3,4:3,5:3,6:3,,,,,,,,
1:1,2:1,2:2,3:2,4:2,5:2,5:3,5:4,0:2,1:2,1:3,2:3,3:3,4:3,4:4,5:4,,,,,,,,
1:1,2:1,2:2,3:2,4:2,4:3,5:3,6:3,0:2,1:2,1:3,2:3,3:3,3:4,4:4,4:5,,,,,,,,
1:1,2:1,2:2,3:2,4:2,4:3,4:4,5:4,0:2,1:2,1:3,2:3,3:3,3:4,3:5,3:6,,,,,,,,
1:1,2:1,2:2,3:2,3:3,4:3,5:3,5:4,0:2,1:2,1:3,2:3,2:4,3:4,4:4,5:4,,,,,,,,
1:1,2:1,2:2,3:2,3:3,4:3,4:4,4:5,0:2,1:2,1:3,2:3,2:4,3:4,3:5,4:5,,,,,,,,
1:1,2:1,2:2,3:2,3:3,3:4,4:4,5:4,0:2,1:2,1:3,2:3,2:4,2:5,3:5,3:6,,,,,,,,
1:1,2:1,2:2,3:2,3:3,3:4,3:5,4:5,0:2,1:2,1:3,2:3,2:4,2:5,2:6,2:7,,,,,,,,
1:1,2:1,2:2,2:3,3:3,4:3,5:3,5:4,0:2,1:2,1:3,1:4,2:4,3:4,4:4,5:4,,,,,,,,
1:1,2:1,2:2,2:3,3:3,4:3,4:4,4:5,0:2,1:2,1:3,1:4,2:4,3:4,3:5,4:5,,,,,,,,
1:1,2:1,2:2,2:3,3:3,3:4,4:4,5:4,0:2,1:2,1:3,1:4,2:4,2:5,3:5,3:6,,,,,,,,
1:1,2:1,2:2,2:3,3:3,3:4,3:5,4:5,0:2,1:2,1:3,1:4,2:4,2:5,2:6,2:7,,,,,,,,
1:1,2:1,2:2,2:3,2:4,3:4,4:4,4:5,0:2,1:2,1:3,1:4,1:5,2:5,3:5,4:5,,,,,,,,
1:1,2:1,2:2,2:3,2:4,3:4,3:5,3:6,0:2,1:2,1:3,1:4,1:5,2:5,2:6,3:6,,,,,,,,
1:1,2:1,2:2,2:3,2:4,2:5,3:5,4:5,0:2,1:2,1:3,1:4,1:5,1:6,2:6,2:7,,,,,,,,
1:1,2:1,2:2,2:3,2:4,2:5,2:6,3:6,0:2,1:2,1:3,1:4,1:5,1:6,1:7,1:8,,,,,,,,
1:1,1:2,2:2,3:2,4:2,5:2,6:2,7:2,0:2,0:3,1:3,2:3,3:3,4:3,5:3,5:4,,,,,,,,
1:1,1:2,2:2,3:2,4:2,5:2,5:3,6:3,0:2,0:3,1:3,2:3,3:3,4:3,4:4,4:5,,,,,,,,
1:1,1:2,2:2,3:2,4:2,4:3,5:3,5:4,0:2,0:3,1:3,2:3,3:3,3:4,4:4,5:4,,,,,,,,
1:1,1:2,2:2,3:2,4:2,4:3,4:4,4:5,0:2,0:3,1:3,2:3,3:3,3:4,3:5,4:5,,,,,,,,
1:1,1:2,2:2,3:2,3:3,4:3,5:3,6:3,0:2,0:3,1:3,2:3,2:4,3:4,4:4,4:5,,,,,,,,
1:1,1:2,2:2,3:2,3:3,4:3,4:4,5:4,0:2,0:3,1:3,2:3,2:4,3:4,3:5,3:6,,,,,,,,
1:1,1:2,2:2,3:2,3:3,3:4,4:4,4:5,0:2,0:3,1:3,2:3,2:4,2:5,3:5,4:5,,,,,,,,
1:1,1:2,2:2,3:2,3:3,3:4,3:5,3:6,0:2,0:3,1:3,2:3,2:4,2:5,2:6,3:6,,,,,,,,
1:1,1:2,2:2,2:3,3:3,4:3,5:3,6:3,0:2,0:3,1:3,1:4,2:4,3:4,4:4,4:5,,,,,,,,
1:1,1:2,2:2,2:3,3:3,4:3,4:4,5:4,0:2,0:3,1:3,1:4,2:4,3:4,3:5,3:6,,,,,,,,
1:1,1:2,2:2,2:3,3:3,3:4,4:4,4:5,0:2,0:3,1:3,1:4,2:4,2:5,3:5,4:5,,,,,,,,
1:1,1:2,2:2,2:3,3:3,3:4,3:5,3:6,0:2,0:3,1:3,1:4,2:4,2:5,2:6,3:6,,,,,,,,
1:1,1:2,2:2,2:3,2:4,3:4,4:4,5:4,0:2,0:3,1:3,1:4,1:5,2:5,3:5,3:6,,,,,,,,
1:1,1:2,2:2,2:3,2:4,3:4,3:5,4:5,0:2,0:3,1:3,1:4,1:5,2:5,2:6,2:7,,,,,,,,
1:1,1:2,2:2,2:3,2:4,2:5,3:5,3:6,0:2,0:3,1:3,1:4,1:5,1:6,2:6,3:6,,,,,,,,
1:1,1:2,2:2,2:3,2:4,2:5,2:6,2:7,0:2,0:3,1:3,1:4,1:5,1:6,1:7,2:7,,,,,,,,
1:1,1:2,1:3,2:3,3:3,4:3,5:3,6:3,0:2,0:3,0:4,1:4,2:4,3:4,4:4,4:5,,,,,,,,
1:1,1:2,1:3,2:3,3:3,4:3,4:4,5:4,0:2,0:3,0:4,1:4,2:4,3:4,3:5,3:6,,,,,,,,
1:1,1:2,1:3,2:3,3:3,3:4,4:4,4:5,0:2,0:3,0:4,1:4,2:4,2:5,3:5,4:5,,,,,,,,
1:1,1:2,1:3,2:3,3:3,3:4,3:5,3:6,0:2,0:3,0:4,1:4,2:4,2:5,2:6,3:6,,,,,,,,
1:1,1:2,1:3,2:3,2:4,3:4,4:4,5:4,0:2,0:3,0:4,1:4,1:5,2:5,3:5,3:6,,,,,,,,
1:1,1:2,1:3,2:3,2:4,3:4,3:5,4:5,0:2,0:3,0:4,1:4,1:5,2:5,2:6,2:7,,,,,,,,
1:1,1:2,1:3,2:3,2:4,2:5,3:5,3:6,0:2,0:3,0:4,1:4,1:5,1:6,2:6,3:6,,,,,,,,
1:1,1:2,1:3,2:3,2:4,2:5,2:6,2:7,0:2,0:3,0:4,1:4,1:5,1:6,1:7,2:7,,,,,,,,
1:1,1:2,1:3,1:4,2:4,3:4,4:4,5:4,0:2,0:3,0:4,0:5,1:5,2:5,3:5,3:6,,,,,,,,
1:1,1:2,1:3,1:4,2:4,3:4,3:5,4:5,0:2,0:3,0:4,0:5,1:5,2:5,2:6,2:7,,,,,,,,
1:1,1:2,1:3,1:4,2:4,2:5,3:5,3:6,0:2,0:3,0:4,0:5,1:5,1:6,2:6,3:6,,,,,,,,
1:1,1:2,1:3,1:4,2:4,2:5,2:6,2:7,0:2,0:3,0:4,0:5,1:5,1:6,1:7,2:7,,,,,,,,
1:1,1:2,1:3,1:4,1:5,2:5,3:5,4:5,0:2,0:3,0:4,0:5,0:6,1:6,2:6,2:7,,,,,,,,
1:1,1:2,1:3,1:4,1:5,2:5,2:6,3:6,0:2,0:3,0:4,0:5,0:6,1:6,1:7,1:8,,,,,,,,
1:1,1:2,1:3,1:4,1:5,1:6,2:6,2:7,0:2,0:3,0:4,0:5,0:6,0:7,1:7,2:7,,,,,,,,
1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,0:2,0:3,0:4,0:5,0:6,0:7,0:8,1:8,,,,,,,,
9RB,,,,,,,,,,,,,,,,,,,,,,,
2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,1:1,2:1,3:1,4:1,5:1,6:1,7:1,7:2,,,,,,,,
2:0,3:0,4:0,5:0,6:0,7:0,7:1,8:1,1:1,2:1,3:1,4:1,5:1,6:1,6:2,6:3,,,,,,,,
2:0,3:0,4:0,5:0,6:0,6:1,7:1,7:2,1:1,2:1,3:1,4:1,5:1,5:2,6:2,7:2,,,,,,,,
